names,scores,logfoldchanges,pvals,pvals_adj
ARHGAP32,16.403147,0.32531846,1.8158128956150724e-60,9.801612745498512e-59
EIF1B-AS1,16.395977,0.48295158,2.0433171932117955e-60,1.1012043474023377e-58
OLIG1,16.373444,0.5191952,2.9598274408630835e-60,1.5900588912802203e-58
IQCJ-SCHIP1,16.36848,0.6013262,3.211345378993673e-60,1.7224349610669245e-58
PIGC,16.310488,0.47376707,8.312718853367688e-60,4.423441576594096e-58
SKP1,16.301996,0.5820452,9.5520493713652e-60,5.074921096720437e-58
AC127521.1,16.291473,5.2383404,1.1346195315087912e-59,6.018657096621397e-58
LRRC3B,16.271383,1.1884421,1.5755919248762807e-59,8.344700905738004e-58
OSBP2,16.254559,0.4281059,2.0735920082582042e-59,1.0965011533323985e-57
AC109466.1,16.230196,1.5078179,3.0847334528541207e-59,1.628633059451322e-57
RTN1,16.209103,0.49105445,4.34868124740976e-59,2.2923665506853607e-57
ZFAND5,16.203936,0.39302462,4.730101743764552e-59,2.4895388850138016e-57
DYNLL1,16.19407,0.66037554,5.552964100039097e-59,2.918073985093754e-57
RASD1,16.176245,0.9723833,7.418263940647227e-59,3.8861796671679426e-57
SFXN5,16.13538,0.38847017,1.4391924039245683e-58,7.48136119124856e-57
F3,16.130222,0.56832886,1.564550961182364e-58,8.120500888832218e-57
ENPP2,16.077187,1.3268799,3.68745164076284e-58,1.908030000067729e-56
SERINC1,16.055845,0.48965997,5.2025850452154934e-58,2.6837861111687325e-56
MINDY3,16.015491,0.38525075,9.96160763434033e-58,5.115293101365902e-56
DIP2C,15.9935465,0.29916555,1.417271847486033e-57,7.255614615878042e-56
LINC00299,15.956275,0.837277,2.5765632351875474e-57,1.3130742275758653e-55
YME1L1,15.934067,0.34415945,3.6764963144522507e-57,1.867981267480054e-55
SLC44A1,15.910922,0.34513086,5.322393799899478e-57,2.7001744304843415e-55
KCNE4,15.893945,0.81857085,6.979354545221347e-57,3.5354727371191074e-55
TECPR2,15.889377,0.40677223,7.506983158294703e-57,3.7970478382517e-55
DLC1,15.880947,0.5026292,8.587231298804681e-57,4.336937459996609e-55
CNNM2,15.878165,0.44036317,8.976578588997725e-57,4.526798682466611e-55
POLK,15.874902,0.31746498,9.455814157662061e-57,4.761355257269328e-55
VAPA,15.862822,0.32113287,1.1462687222563014e-56,5.763288805180453e-55
PACS2,15.8556795,0.50461364,1.2843115788906959e-56,6.447741032296936e-55
ATE1,15.855198,0.3263079,1.2941918884795619e-56,6.487689709009655e-55
SRI,15.73368,0.47141007,8.889202237801283e-56,4.3908494274773334e-54
MYL6,15.723865,0.5841166,1.0379535166928285e-55,5.119508449220169e-54
HOMER1,15.697463,0.5467226,1.5741230443668994e-55,7.741426989476106e-54
PLAAT3,15.688651,0.8291218,1.808578402771449e-55,8.881515221877784e-54
MYBBP1A,15.687513,1.4543669,1.841293543078822e-55,9.029029107972414e-54
SLC6A18,15.6729765,1.7553625,2.314788373815298e-55,1.133439990818675e-53
HS6ST3,15.659022,0.6134761,2.8829651767336564e-55,1.4075628967794988e-53
RAMP1,15.606371,0.55150986,6.587905969905752e-55,3.1841860129901197e-53
SERPINE2,15.599926,0.4048295,7.28782046145874e-55,3.5074065464797932e-53
YTHDC2,15.585802,0.3121499,9.091464761619551e-55,4.369212915423915e-53
YWHAH,15.539097,0.96142936,1.8862347410538642e-54,9.052048571683387e-53
SRPX,15.496327,0.7424233,3.6729832173256766e-54,1.7576657418853386e-52
FAM189A2,15.485007,0.6286246,4.380119539769823e-54,2.093089134748081e-52
ARHGEF26,15.440262,0.45745912,8.774303859042499e-54,4.181054933510124e-52
TTYH2,15.402847,0.6929549,1.566188262567809e-53,7.43157431986641e-52
RUBCNL,15.384771,0.71448135,2.071066011212524e-53,9.799656945340382e-52
NR3C2,15.3763895,0.44542998,2.3573151646119086e-53,1.1138479230884028e-51
SHROOM4,15.353107,0.53637284,3.3762106904395785e-53,1.5908270958569842e-51
TRIM2,15.3487625,0.32229245,3.6100505903238104e-53,1.698637053915682e-51
MEGF10,15.337765,0.6334495,4.276707672163971e-53,2.0095165283537032e-51
CLMN,15.319567,0.9018241,5.659372152162337e-53,2.648130905651883e-51
TMED10,15.315961,0.40620324,5.982130397622442e-53,2.795278853526154e-51
MPP5,15.299091,0.4013978,7.7531804162327625e-53,3.617829152177658e-51
BEST3,15.277126,0.5479517,1.0862691683992145e-52,5.0478599083036226e-51
SLC25A46,15.253795,0.44325364,1.5533614119468936e-52,7.208494354175014e-51
ITPRID2,15.241937,0.31932697,1.8626656154817036e-52,8.620130297600306e-51
CNP,15.218741,1.0315328,2.6558975059794804e-52,1.2274248514962975e-50
ALK,15.212734,0.4861858,2.9112580994500537e-52,1.343599377580663e-50
SNRPN,15.207487,0.7959356,3.154179754018036e-52,1.4537235295260447e-50
KIF13A,15.200266,0.30106995,3.521886310959264e-52,1.6204895959803095e-50
NUTM2A-AS1,15.200196,0.29848105,3.525622798261692e-52,1.6204895959803095e-50
MBOAT2,15.180939,0.3088884,4.7296181019863844e-52,2.170926883084553e-50
RALGPS1,15.1709795,0.32288983,5.504935832505208e-52,2.5233698394188615e-50
ITPK1,15.165554,0.57900417,5.979189326976202e-52,2.73333211821404e-50
LGALS3,15.151182,0.9830173,7.441572321275713e-52,3.3926530459848473e-50
FGFR3,15.145026,0.96893865,8.172260915430484e-52,3.7207498853424865e-50
CREG2,15.120161,3.0650845,1.1924976827722932e-51,5.414709868598769e-50
PPP3CB,15.117434,0.33631358,1.2429315430152911e-51,5.636126541224043e-50
CDH4,15.106124,0.45181447,1.4756892070493738e-51,6.682594198419426e-50
CAST,15.099732,0.3574323,1.6259075718529384e-51,7.352981736139756e-50
PLPP1,15.090825,0.3002027,1.8610087691237423e-51,8.393696904268408e-50
NPAS3,15.088998,0.15140961,1.9132638571018506e-51,8.617861514959297e-50
DENND11,15.085959,0.40710473,2.0033995838434014e-51,9.011825568016643e-50
RYR2,15.074721,0.9478297,2.3751595357642653e-51,1.0655685805595615e-49
GALNT11,15.074254,0.31817174,2.392029700388778e-51,1.0717118990971607e-49
SRSF5,15.065801,0.33335465,2.7185144322411357e-51,1.2147618728545588e-49
EPS15,15.058251,0.30592802,3.0474280093304165e-51,1.3581384247130815e-49
B3GAT1,15.049731,0.5811786,3.4664025363076767e-51,1.5428235140819536e-49
NR1D2,15.03797,0.4684935,4.140580188193727e-51,1.838036234330155e-49
RYBP,15.032221,0.39117128,4.516071634555652e-51,2.0020855287122736e-49
YLPM1,15.026669,0.29149082,4.910873694462649e-51,2.1685621181948482e-49
MARCKS,15.005521,0.3178088,6.75586927065744e-51,2.975492971072716e-49
FAR1,14.996972,0.27500698,7.684610239048923e-51,3.3801264098408543e-49
GDI1,14.969378,0.48874828,1.164033604208629e-50,5.106762250349353e-49
DMTF1,14.94774,0.26708513,1.6112706063141037e-50,7.05051056358222e-49
TFCP2L1,14.941278,1.9890876,1.7753679333942857e-50,7.758495850896765e-49
RTN3,14.928141,0.35352015,2.162097229478516e-50,9.436309732330749e-49
COL23A1,14.920156,1.0846349,2.4370603568395823e-50,1.0608916807573804e-48
STK39,14.905953,0.31717664,3.014794828727451e-50,1.3090107224810558e-48
CNDP1,14.894742,1.5913641,3.565561429617301e-50,1.5461612590102685e-48
HAP1,14.873372,0.5964711,4.907754836592031e-50,2.1200118427926422e-48
HOPX,14.870358,0.78667593,5.133806850642989e-50,2.2148240629174238e-48
MAG,14.862417,1.8973722,5.780177469441654e-50,2.490496133927881e-48
ZBTB20-AS5,14.855536,0.3344295,6.405296198930435e-50,2.756319870705563e-48
PARD3B,14.838486,0.30615664,8.259954598119685e-50,3.549886474863233e-48
ERBB4,14.812663,0.24602903,1.2133682279240588e-49,5.1948482113545653e-48
HMGCS1,14.79647,0.5588869,1.5437512328488224e-49,6.600955049761816e-48
PTPRF,14.7763405,0.5088577,2.0817389420440058e-49,8.89007932756185e-48
CHKA,14.767569,0.2806896,2.3711344173153905e-49,1.0113143089376653e-47
TENT2,14.760959,0.26246393,2.61535332193135e-49,1.1140678664393683e-47
KCNMB2-AS1,14.741041,0.35788056,3.51326459044039e-49,1.4927834696182298e-47
CDK18,14.739492,1.0724307,3.594785590107099e-49,1.5255003956407948e-47
TNKS2,14.727435,0.34760317,4.29708825865382e-49,1.8212420424899992e-47
ZCCHC24,14.711315,0.56964195,5.45369481237971e-49,2.305655412095918e-47
ESRRG,14.706104,0.34653535,5.8901964920183e-49,2.4870783360603427e-47
FAM171A1,14.702223,0.4390214,6.2377661305679466e-49,2.630543949337135e-47
EFR3A,14.680012,0.32350078,8.657553523774569e-49,3.646440489782555e-47
MIR4435-2HG,14.676258,0.6094117,9.150272113636296e-49,3.8491612256577026e-47
SYN2,14.669463,0.6407394,1.0114140175674604e-48,4.2387670448041505e-47
CD81,14.665437,0.41079965,1.0732361369095741e-48,4.492278852471253e-47
SECISBP2L,14.657734,0.3189649,1.2021863340866922e-48,5.025794343628592e-47
LUC7L2,14.63744,0.26745045,1.6205644120086113e-48,6.758094136951115e-47
ARNT2,14.625768,0.33507788,1.9238771628486782e-48,8.013067141114303e-47
ZNF708,14.621245,0.30091387,2.056053711537859e-48,8.553031327515753e-47
ACTG1,14.605787,0.28992304,2.5798645490854614e-48,1.071882885375569e-46
ZBED3-AS1,14.578389,0.4914516,3.855056184824327e-48,1.5977645025481367e-46
KLF9,14.561549,0.3787677,4.932739052225398e-48,2.0394095270211797e-46
NRGN,14.530037,3.1127958,7.817795741144717e-48,3.2164509136463333e-46
MOG,14.529624,1.5978042,7.865046259661273e-48,3.2319496426576416e-46
ANKRD26,14.520804,0.32422704,8.94543840764524e-48,3.671438632101307e-46
AC008571.2,14.510796,1.579111,1.0351294407556948e-47,4.2381264493658834e-46
KTN1,14.504093,0.2759305,1.1413563692706362e-47,4.656099133020974e-46
REEP5,14.485408,0.535269,1.4983119994648812e-47,6.097533404818661e-46
ABI2,14.48519,0.2677481,1.5030594356441505e-47,6.109483877147795e-46
SERPINE1,14.470586,0.97804713,1.8588112432765755e-47,7.546415753841375e-46
AHCTF1,14.4700775,0.28330418,1.8726067748240655e-47,7.593285428153785e-46
CALM3,14.445295,1.1882046,2.6840393492358227e-47,1.0857486274001074e-45
CERT1,14.445045,0.29782686,2.693807758267007e-47,1.0883946374766774e-45
PEA15,14.41152,0.86291796,4.379639129809365e-47,1.7653032893952034e-45
MAPK1,14.400988,0.31819654,5.10096671155809e-47,2.0487061184266106e-45
ZMAT3,14.385381,0.36049038,6.392567364372683e-47,2.5644000614963285e-45
DLGAP2,14.375216,1.0271193,7.403875186469379e-47,2.966562199120159e-45
AC011346.1,14.3748665,0.36998972,7.441389202950347e-47,2.9780563171997136e-45
CCK,14.355383,3.9525347,9.857895611980336e-47,3.9404718514381586e-45
TCF7L2,14.341719,0.31969365,1.2004601534547761e-46,4.787225082399974e-45
AL133304.3,14.309319,0.5366244,1.9138043497331384e-46,7.604949039687503e-45
JAKMIP2,14.301419,0.2921411,2.1439221156781695e-46,8.509352990192283e-45
KLHL32,14.273996,0.5948219,3.178308528443596e-46,1.2585281082641032e-44
PPM1A,14.256962,0.3934443,4.05736023864438e-46,1.6047264052889267e-44
SIRPA,14.251633,0.57536453,4.379229792537768e-46,1.7300008842019518e-44
NFIA,14.24613,0.18776146,4.738196588711344e-46,1.8696203311503463e-44
RTN4,14.241434,0.26003253,5.06764330697236e-46,1.9972789982164314e-44
TMEM232,14.233156,0.4139991,5.704797925274258e-46,2.245773250933228e-44
SERINC3,14.230957,0.5359884,5.8870302023511766e-46,2.312115691929239e-44
LYPD1,14.230388,0.8686209,5.935150414665325e-46,2.3283042969716753e-44
NHLRC2,14.225749,0.3792482,6.342140298707796e-46,2.4850730227352486e-44
TJP1,14.206287,0.29319167,8.374914649731367e-46,3.2777783705102916e-44
ATP9A,14.204907,0.34198013,8.541494385270778e-46,3.339100765653305e-44
EXOC6,14.20318,0.31030294,8.754711965376706e-46,3.4184921015730783e-44
U91319.1,14.201216,0.56797975,9.003668627124012e-46,3.511638941887662e-44
CERCAM,14.188892,1.033094,1.0734094962690708e-45,4.176887678850016e-44
CCDC80,14.170528,0.72986686,1.3944670056031408e-45,5.413709248335232e-44
CASD1,14.152442,0.2867915,1.8038236054677676e-45,6.994896204329434e-44
MAPK8,14.078703,0.27952838,5.134318094681913e-45,1.9773571867612297e-43
BARD1,14.04065,0.36234704,8.790177737115512e-45,3.3814621016769216e-43
TUBB2A,14.036056,1.5254087,9.378936173198412e-45,3.599740269342376e-43
CAMK2A,14.032238,1.7971003,9.897830039778368e-45,3.7945805915000315e-43
ZNF248,14.026128,0.31564516,1.0788341380381771e-44,4.131285733824516e-43
DAAM1,14.023966,0.3311335,1.112212889137209e-44,4.24945937042152e-43
SEPTIN8,14.020915,0.70780426,1.161077802121505e-44,4.431140476263938e-43
CAMK2G,14.015968,0.5477864,1.2448863382691173e-44,4.74561925358025e-43
RAB11FIP2,14.0144,0.42653328,1.2727033750854406e-44,4.8461843978845945e-43
PCSK6,14.0122595,1.1455511,1.3116526974723642e-44,4.9888643804537935e-43
GLDN,14.010008,1.0946265,1.3538942939832414e-44,5.14373105812079e-43
PHLDB1,13.987259,0.42483917,1.8646159243748284e-44,7.052303524734706e-43
SCN8A,13.985404,0.3333143,1.9138587085274887e-44,7.230442469159225e-43
SPATA6,13.975555,0.26957133,2.1979241394657773e-44,8.285068904263344e-43
C1orf61,13.974454,0.26025274,2.2321785118852203e-44,8.404799827619607e-43
MPC1,13.947132,0.4750413,3.2751384189702994e-44,1.2263412301975693e-42
AC061958.1,13.935335,1.2584505,3.8638106527727e-44,1.4451594234212036e-42
MAP4K5,13.934373,0.2689157,3.9162276097958126e-44,1.4631425345701145e-42
FAM169A,13.9333935,0.4104218,3.970339645808463e-44,1.481718458303541e-42
GPHN,13.929228,0.24337466,4.2088057890066484e-44,1.5689776895438376e-42
SERF2,13.924441,0.5838986,4.500448922647621e-44,1.6758459746508035e-42
MINDY2,13.908861,0.3667959,5.59635893633827e-44,2.077055681355822e-42
BCAT1,13.905754,0.369853,5.844756960487881e-44,2.166863357977798e-42
TOMM20,13.884299,0.54665995,7.886763392911852e-44,2.920699633223569e-42
DEC1,13.880114,0.41721645,8.361084442657502e-44,3.089571805497658e-42
ARL6IP5,13.846071,0.46414298,1.3436268065418692e-43,4.9540915379566165e-42
PYGB,13.837439,0.41655496,1.5150909948812232e-43,5.580199224269414e-42
PFKP,13.825928,0.56070346,1.7780460474790785e-43,6.541541930621775e-42
RBM17,13.817009,0.41093734,2.01259148925492e-43,7.388335046027555e-42
TMOD2,13.801827,0.49157622,2.4847300243466534e-43,9.101773814482416e-42
MSH3,13.783583,0.28028008,3.199895410109125e-43,1.1683427646196053e-41
TMTC2,13.780914,0.29500866,3.3203806397248778e-43,1.2110235853232238e-41
ATP6V0C,13.776141,0.8061709,3.5473371054763772e-43,1.2924029365816043e-41
ENTPD1-AS1,13.761903,0.30492,4.320068954420584e-43,1.5705405852940436e-41
BHLHE41,13.738578,1.0895443,5.96357639523042e-43,2.163367492966545e-41
LINC00882,13.7111845,0.37278232,8.702534333996653e-43,3.136724367799627e-41
ANXA5,13.651384,0.43364492,1.9808026011474797e-42,7.101629899565624e-41
WASHC3,13.64649,0.32973477,2.1183949944880072e-42,7.58686750839086e-41
ATG2B,13.630026,0.30838215,2.6548685329498623e-42,9.488061408488295e-41
PURA,13.61758,0.5102943,3.1482642801874293e-42,1.122758900852889e-40
HACD2,13.612029,0.4329525,3.396797094107719e-42,1.210113448404563e-40
BBS2,13.598143,0.27814284,4.1073128640050785e-42,1.4601518871753353e-40
CCDC6,13.582342,0.40934965,5.0970225409193855e-42,1.8100868364526032e-40
SLCO3A1,13.570103,0.5559524,6.023746001890081e-42,2.1369413129943816e-40
NKAIN2,13.5577965,0.56520295,7.124470637314316e-42,2.52212241228828e-40
FAM13B,13.554886,0.2607066,7.412757626399602e-42,2.6214277153233057e-40
AL390755.1,13.5285845,0.63793725,1.0604599685261966e-41,3.7384261189308565e-40
VSNL1,13.518714,2.0529473,1.2127754017358463e-41,4.270918969557646e-40
LARP4B,13.515799,0.24710712,1.2617957747148556e-41,4.438915959494795e-40
PMEPA1,13.514898,0.70581084,1.27731520029225e-41,4.488831553360379e-40
PLPP3,13.507779,0.33631566,1.407017893869484e-41,4.9343620255171295e-40
EIF1B,13.4995985,0.8594039,1.572312864647348e-41,5.508319741911484e-40
AATK,13.495913,0.5527614,1.652962277519174e-41,5.784853563969334e-40
AC093535.1,13.493926,0.5176388,1.698119894695227e-41,5.93673273443864e-40
H3F3A,13.469704,0.34159404,2.358089509712545e-41,8.226976813771678e-40
SERPINB6,13.4658375,0.39122692,2.484835686059039e-41,8.660217101298945e-40
EYA4,13.46138,0.7808217,2.639413911481592e-41,9.189464100273938e-40
PPIP5K2,13.455825,0.27456892,2.845452088185409e-41,9.896599700939293e-40
TMEM161B,13.443636,0.3102474,3.3553811450344776e-41,1.1634172013363636e-39
TMEM167A,13.435516,0.5002931,3.744449479758804e-41,1.2969865718544432e-39
EVI2A,13.43507,1.5105413,3.767093787548438e-41,1.3034917242104785e-39
CIRBP,13.432167,0.2591187,3.91775421459662e-41,1.3542343641172764e-39
ARPC5,13.430724,0.5125278,3.99484813971692e-41,1.3794697204670392e-39
SLC15A2,13.418062,0.5622238,4.739427841910989e-41,1.6332387855214608e-39
CC2D2B,13.415683,0.8036397,4.89406070019429e-41,1.6848053657393344e-39
NORAD,13.410913,0.53214186,5.219212666043501e-41,1.7949090490755312e-39
SLC8A1-AS1,13.398444,0.34228432,6.17437437949539e-41,2.1190729241204068e-39
TTC37,13.3743305,0.26162148,8.541959784806139e-41,2.9227190391481212e-39
AP003086.1,13.348118,0.31302002,1.2148011932734552e-40,4.139772510855208e-39
CD46,13.346968,0.24533206,1.233692293602298e-40,4.199906852599468e-39
LINC00609,13.344272,0.3629661,1.2791517134031542e-40,4.350276346278449e-39
ZMAT1,13.33371,0.2750912,1.4738260706973685e-40,5.002260578180797e-39
C5orf64,13.32222,1.1824983,1.7191797372728432e-40,5.829142391595368e-39
GAREM1,13.321958,0.29303393,1.725240063915198e-40,5.843817674328015e-39
TMEFF2,13.316567,0.394773,1.8543902464813644e-40,6.274981318509708e-39
LINC01726,13.312706,3.5930789,1.9527820059841298e-40,6.601303260108876e-39
AC112487.1,13.299831,4.1463118,2.3199216351211686e-40,7.818900719688597e-39
TMEM63A,13.298899,0.7966041,2.3490235297950173e-40,7.909082517434581e-39
KLHDC1,13.295135,0.35376388,2.4702862238600143e-40,8.309077401232833e-39
KCTD12,13.2870455,0.85801667,2.7523271143330154e-40,9.248531858192524e-39
RCOR3,13.278391,0.23600826,3.089603293336487e-40,1.0361227267126546e-38
KCNH1,13.274778,0.40751702,3.2423006704826474e-40,1.0862512186700405e-38
GNAS,13.262156,0.2792172,3.837036887909901e-40,1.284227316343416e-38
TMEM106B,13.256733,0.31064335,4.124785330166844e-40,1.3778008186518695e-38
TBC1D12,13.253038,0.4096218,4.332996512340529e-40,1.445917936071537e-38
ACYP1,13.241267,0.5272925,5.068630812155497e-40,1.689727250095751e-38
CNTN2,13.209888,1.0933281,7.693787317510281e-40,2.559815608785447e-38
METTL25,13.19765,0.31899154,9.051538172263788e-40,3.0085886041149107e-38
MYRIP,13.18125,0.4800269,1.1251136253386685e-39,3.7360195253986866e-38
BRINP1,13.173199,0.5971165,1.2517913241286905e-39,4.144424327981318e-38
LINC02328,13.165664,0.3675925,1.3831748518605821e-39,4.5749186252176923e-38
MYRF,13.160514,1.2561767,1.4807558067208565e-39,4.892875480053039e-38
SGK1,13.148204,0.3168395,1.7426419363770127e-39,5.752594032050027e-38
PURB,13.1455,0.3591776,1.8060640377104985e-39,5.956127315761396e-38
FGFR1OP2,13.141462,0.29586944,1.905080389607397e-39,6.270409473579e-38
INSYN2A,13.137147,0.8761146,2.016899207240622e-39,6.625523715158409e-38
TTTY10,13.125356,0.37247694,2.356728225769785e-39,7.734332699688253e-38
SYNM,13.12452,0.99360466,2.3828716047059625e-39,7.812530546935379e-38
TUBA1B,13.104008,0.52739865,3.1232022495388084e-39,1.0229851873076776e-37
IQGAP1,13.083462,0.27600053,4.0936387019545844e-39,1.3395449940624812e-37
FGF12-AS1,13.079049,1.3304203,4.3383576305895275e-39,1.4168748439806283e-37
FDFT1,13.07806,0.44874957,4.395133498667833e-39,1.4340291957887492e-37
RAB40B,13.067731,0.81290185,5.0344666494448496e-39,1.6410415589596221e-37
NOVA1,13.060528,0.13292749,5.534258217772943e-39,1.8004751156509718e-37
NCOA1,13.048033,0.1777422,6.52096384177994e-39,2.117399009914628e-37
ZFAND4,13.031785,0.7448762,8.069775701172582e-39,2.6152739945289087e-37
SLC12A7,13.024708,0.9245893,8.853920137911194e-39,2.8638993642637578e-37
MYRFL,13.019482,0.9673725,9.481199467360218e-39,3.0638623221296133e-37
DPYD-AS1,13.01539,0.48860776,1.0002944245112244e-38,3.226284225596097e-37
JUND,13.01495,0.42918405,1.0060797613226789e-38,3.2418445948178814e-37
CA2,12.983308,1.1353204,1.5216474496851633e-38,4.889125715240796e-37
MGMT,12.979634,0.72406834,1.596411404562888e-38,5.1244654191948765e-37
MAPRE2,12.972013,0.2928895,1.7633730148496645e-38,5.6442993740021944e-37
TACC3,12.9549465,0.79916734,2.2028924281421147e-38,7.044453255756447e-37
FAM49A,12.953545,0.37512082,2.2434953641319136e-38,7.167500293533937e-37
DDR1,12.932491,0.3566019,2.9510033766707413e-38,9.410018990429186e-37
CLSTN2,12.93073,0.38169414,3.0193946071761257e-38,9.619009996440128e-37
RASA1,12.922804,0.23117684,3.347188606302244e-38,1.0643176438342962e-36
TAC1,12.916484,4.6298013,3.633701819260742e-38,1.1543333171035747e-36
AGK,12.896191,0.2759876,4.728996918372734e-38,1.4980485355412293e-36
RPL15,12.890496,0.42319292,5.091504107270285e-38,1.6113703008159252e-36
SPSB4,12.8843975,0.76889986,5.510401930932686e-38,1.740678182995094e-36
ABCD2,12.860419,0.7973423,7.516802394878067e-38,2.3722578334518368e-36
SEL1L,12.857087,0.37478268,7.847909997622858e-38,2.4698221976660664e-36
